Embryo	Sample	Stage	Day	lineage	Cell
E6_22	E6.22.1849	lateICM_E6	E6	trophectoderm	1849
E6_22	E6.22.1850	lateICM_E6	E6	trophectoderm	1850
E6_22	E6.22.1851	lateICM_E6	E6	trophectoderm	1851
E6_22	E6.22.1852	lateICM_E6	E6	trophectoderm	1852
E6_22	E6.22.1853	lateICM_E6	E6	trophectoderm	1853
E6_22	E6.22.1854	lateICM_E6	E6	trophectoderm	1854
E6_22	E6.22.1855	lateICM_E6	E6	trophectoderm	1855
E6_22	E6.22.1856	lateICM_E6	E6	trophectoderm	1856
E6_22	E6.22.1857	lateICM_E6	E6	trophectoderm	1857
E6_22	E6.22.1858	lateICM_E6	E6	trophectoderm	1858
E6_22	E6.22.1859	lateICM_E6	E6	trophectoderm	1859
E6_22	E6.22.1860	lateICM_E6	E6	trophectoderm	1860
E6_22	E6.22.1861	lateICM_E6	E6	trophectoderm	1861
E6_22	E6.22.1862	lateICM_E6	E6	trophectoderm	1862
E6_22	E6.22.1863	lateICM_E6	E6	trophectoderm	1863
E6_22	E6.22.1864	lateICM_E6	E6	trophectoderm	1864
E6_22	E6.22.1865	lateICM_E6	E6	trophectoderm	1865
E6_22	E6.22.1866	lateICM_E6	E6	trophectoderm	1866
E6_22	E6.22.1867	lateICM_E6	E6	trophectoderm	1867
E6_3	E6.3.383	lateICM_E6	E6	intermediate	383
E6_3	E6.3.384	lateICM_E6	E6	intermediate	384
E6_3	E6.3.389	lateICM_E6	E6	intermediate	389
E6_3	E6.3.391	lateICM_E6	E6	trophectoderm	391
E6_3	E6.3.395	lateICM_E6	E6	trophectoderm	395
E6_3	E6.3.396	lateICM_E6	E6	trophectoderm	396
E6_4	E6.4.424	lateICM_E6	E6	trophectoderm	424
E6_4	E6.4.425	lateICM_E6	E6	trophectoderm	425
E6_4	E6.4.426	lateICM_E6	E6	trophectoderm	426
E6_4	E6.4.427	lateICM_E6	E6	trophectoderm	427
E6_4	E6.4.429	lateICM_E6	E6	trophectoderm	429
E6_4	E6.4.432	lateICM_E6	E6	trophectoderm	432
E7_10	E7.10.760	lateICM_E7	E7	epiblast	760
E7_10	E7.10.761	lateICM_E7	E7	epiblast	761
E7_10	E7.10.762	lateICM_E7	E7	epiblast	762
E7_10	E7.10.764	lateICM_E7	E7	epiblast	764
E7_10	E7.10.766	lateICM_E7	E7	epiblast	766
E7_12	E7.12.858	lateICM_E7	E7	epiblast	858
E7_12	E7.12.869	lateICM_E7	E7	epiblast	869
E7_12	E7.12.871	lateICM_E7	E7	epiblast	871
E7_13	E7.13.889	lateICM_E7	E7	trophectoderm	889
E7_14	E7.14.895	lateICM_E7	E7	epiblast	895
E7_14	E7.14.896	lateICM_E7	E7	intermediate	896
E7_14	E7.14.897	lateICM_E7	E7	intermediate	897
E7_14	E7.14.898	lateICM_E7	E7	trophectoderm	898
E7_14	E7.14.899	lateICM_E7	E7	trophectoderm	899
E7_14	E7.14.900	lateICM_E7	E7	trophectoderm	900
E7_14	E7.14.901	lateICM_E7	E7	trophectoderm	901
E7_14	E7.14.902	lateICM_E7	E7	trophectoderm	902
E7_14	E7.14.903	lateICM_E7	E7	trophectoderm	903
E7_14	E7.14.914	lateICM_E7	E7	trophectoderm	914
E6_10	E6.10.1043	lateICM_E6	E6	primitive_endoderm	1043
E6_10	E6.10.1044	lateICM_E6	E6	primitive_endoderm	1044
E6_10	E6.10.1045	lateICM_E6	E6	primitive_endoderm	1045
E6_10	E6.10.1060	lateICM_E6	E6	primitive_endoderm	1060
E6_10	E6.10.1061	lateICM_E6	E6	intermediate	1061
E6_11	E6.11.1068	lateICM_E6	E6	primitive_endoderm	1068
E7_10	E7.10.767	lateICM_E7	E7	primitive_endoderm	767
E7_11	E7.11.833	lateICM_E7	E7	trophectoderm	833
E6_8	E6.8.769	lateICM_E6	E6	trophectoderm	769
E6_8	E6.8.771	lateICM_E6	E6	trophectoderm	771
E6_8	E6.8.772	lateICM_E6	E6	trophectoderm	772
E6_8	E6.8.773	lateICM_E6	E6	trophectoderm	773
E6_8	E6.8.774	lateICM_E6	E6	trophectoderm	774
E6_8	E6.8.775	lateICM_E6	E6	trophectoderm	775
E6_8	E6.8.776	lateICM_E6	E6	trophectoderm	776
E6_8	E6.8.777	lateICM_E6	E6	trophectoderm	777
E6_8	E6.8.778	lateICM_E6	E6	trophectoderm	778
E6_8	E6.8.779	lateICM_E6	E6	trophectoderm	779
E6_8	E6.8.780	lateICM_E6	E6	trophectoderm	780
E6_8	E6.8.781	lateICM_E6	E6	trophectoderm	781
E6_8	E6.8.782	lateICM_E6	E6	trophectoderm	782
E6_8	E6.8.783	lateICM_E6	E6	trophectoderm	783
E6_8	E6.8.784	lateICM_E6	E6	trophectoderm	784
E6_8	E6.8.785	lateICM_E6	E6	trophectoderm	785
E6_8	E6.8.786	lateICM_E6	E6	trophectoderm	786
E6_8	E6.8.787	lateICM_E6	E6	trophectoderm	787
E6_8	E6.8.789	lateICM_E6	E6	trophectoderm	789
E6_8	E6.8.790	lateICM_E6	E6	trophectoderm	790
E6_8	E6.8.791	lateICM_E6	E6	trophectoderm	791
E6_8	E6.8.792	lateICM_E6	E6	epiblast	792
E6_8	E6.8.793	lateICM_E6	E6	trophectoderm	793
E6_8	E6.8.794	lateICM_E6	E6	epiblast	794
E6_8	E6.8.795	lateICM_E6	E6	trophectoderm	795
E6_8	E6.8.796	lateICM_E6	E6	trophectoderm	796
E6_8	E6.8.797	lateICM_E6	E6	trophectoderm	797
E6_8	E6.8.798	lateICM_E6	E6	trophectoderm	798
E6_8	E6.8.799	lateICM_E6	E6	trophectoderm	799
E6_8	E6.8.800	lateICM_E6	E6	trophectoderm	800
E6_8	E6.8.801	lateICM_E6	E6	epiblast	801
E6_8	E6.8.802	lateICM_E6	E6	epiblast	802
E6_8	E6.8.803	lateICM_E6	E6	trophectoderm	803
E6_8	E6.8.804	lateICM_E6	E6	trophectoderm	804
E6_8	E6.8.806	lateICM_E6	E6	trophectoderm	806
E6_8	E6.8.807	lateICM_E6	E6	trophectoderm	807
E6_8	E6.8.808	lateICM_E6	E6	trophectoderm	808
E6_8	E6.8.809	lateICM_E6	E6	trophectoderm	809
E6_8	E6.8.810	lateICM_E6	E6	trophectoderm	810
E6_8	E6.8.811	lateICM_E6	E6	trophectoderm	811
E6_8	E6.8.812	lateICM_E6	E6	trophectoderm	812
E6_8	E6.8.813	lateICM_E6	E6	intermediate	813
E6_8	E6.8.814	lateICM_E6	E6	trophectoderm	814
E6_8	E6.8.815	lateICM_E6	E6	epiblast	815
E6_8	E6.8.816	lateICM_E6	E6	epiblast	816
E6_8	E6.8.817	lateICM_E6	E6	trophectoderm	817
E6_8	E6.8.818	lateICM_E6	E6	trophectoderm	818
E6_8	E6.8.819	lateICM_E6	E6	trophectoderm	819
E6_8	E6.8.820	lateICM_E6	E6	epiblast	820
E6_8	E6.8.821	lateICM_E6	E6	intermediate	821
E6_8	E6.8.822	lateICM_E6	E6	trophectoderm	822
E6_8	E6.8.823	lateICM_E6	E6	trophectoderm	823
E6_8	E6.8.824	lateICM_E6	E6	trophectoderm	824
E6_8	E6.8.825	lateICM_E6	E6	trophectoderm	825
E6_8	E6.8.826	lateICM_E6	E6	trophectoderm	826
E6_8	E6.8.827	lateICM_E6	E6	trophectoderm	827
E6_8	E6.8.828	lateICM_E6	E6	trophectoderm	828
E6_8	E6.8.829	lateICM_E6	E6	trophectoderm	829
E6_8	E6.8.831	lateICM_E6	E6	trophectoderm	831
E6_8	E6.8.832	lateICM_E6	E6	trophectoderm	832
E6_9	E6.9.1007	lateICM_E6	E6	trophectoderm	1007
E6_9	E6.9.1008	lateICM_E6	E6	trophectoderm	1008
E6_9	E6.9.1010	lateICM_E6	E6	trophectoderm	1010
E6_9	E6.9.1011	lateICM_E6	E6	trophectoderm	1011
E6_9	E6.9.1012	lateICM_E6	E6	trophectoderm	1012
E6_9	E6.9.1013	lateICM_E6	E6	trophectoderm	1013
E6_9	E6.9.1014	lateICM_E6	E6	trophectoderm	1014
E6_9	E6.9.1015	lateICM_E6	E6	trophectoderm	1015
E6_9	E6.9.1016	lateICM_E6	E6	trophectoderm	1016
E6_9	E6.9.1017	lateICM_E6	E6	trophectoderm	1017
E6_9	E6.9.1018	lateICM_E6	E6	trophectoderm	1018
E6_9	E6.9.1020	lateICM_E6	E6	trophectoderm	1020
E6_9	E6.9.1021	lateICM_E6	E6	trophectoderm	1021
E6_9	E6.9.1022	lateICM_E6	E6	epiblast	1022
E6_9	E6.9.1023	lateICM_E6	E6	trophectoderm	1023
E6_9	E6.9.1024	lateICM_E6	E6	epiblast	1024
E6_9	E6.9.1025	lateICM_E6	E6	trophectoderm	1025
E6_9	E6.9.1026	lateICM_E6	E6	trophectoderm	1026
E7_11	E7.11.841	lateICM_E7	E7	primitive_endoderm	841
E7_11	E7.11.842	lateICM_E7	E7	primitive_endoderm	842
E7_11	E7.11.843	lateICM_E7	E7	primitive_endoderm	843
E7_11	E7.11.844	lateICM_E7	E7	primitive_endoderm	844
E7_11	E7.11.845	lateICM_E7	E7	primitive_endoderm	845
E7_11	E7.11.847	lateICM_E7	E7	primitive_endoderm	847
E7_11	E7.11.853	lateICM_E7	E7	trophectoderm	853
E7_11	E7.11.854	lateICM_E7	E7	trophectoderm	854
E7_11	E7.11.855	lateICM_E7	E7	primitive_endoderm	855
E7_12	E7.12.857	lateICM_E7	E7	primitive_endoderm	857
E7_12	E7.12.872	lateICM_E7	E7	primitive_endoderm	872
E7_12	E7.12.879	lateICM_E7	E7	primitive_endoderm	879
E7_13	E7.13.882	lateICM_E7	E7	primitive_endoderm	882
E7_13	E7.13.883	lateICM_E7	E7	primitive_endoderm	883
E7_13	E7.13.884	lateICM_E7	E7	primitive_endoderm	884
E7_13	E7.13.886	lateICM_E7	E7	trophectoderm	886
E7_13	E7.13.892	lateICM_E7	E7	primitive_endoderm	892
E7_14	E7.14.894	lateICM_E7	E7	primitive_endoderm	894
E7_14	E7.14.904	lateICM_E7	E7	primitive_endoderm	904
E7_14	E7.14.905	lateICM_E7	E7	primitive_endoderm	905
E7_14	E7.14.906	lateICM_E7	E7	primitive_endoderm	906
E7_14	E7.14.907	lateICM_E7	E7	primitive_endoderm	907
E7_14	E7.14.908	lateICM_E7	E7	trophectoderm	908
E6_11	E6.11.1064	lateICM_E6	E6	trophectoderm	1064
E6_11	E6.11.1070	lateICM_E6	E6	intermediate	1070
E6_11	E6.11.1071	lateICM_E6	E6	trophectoderm	1071
E6_11	E6.11.1074	lateICM_E6	E6	trophectoderm	1074
E6_11	E6.11.1076	lateICM_E6	E6	trophectoderm	1076
E6_6	E6.6.707	lateICM_E6	E6	intermediate	707
E6_6	E6.6.709	lateICM_E6	E6	intermediate	709
E6_6	E6.6.710	lateICM_E6	E6	intermediate	710
E6_6	E6.6.712	lateICM_E6	E6	intermediate	712
E6_6	E6.6.714	lateICM_E6	E6	intermediate	714
E6_6	E6.6.725	lateICM_E6	E6	intermediate	725
E6_6	E6.6.726	lateICM_E6	E6	trophectoderm	726
E6_6	E6.6.727	lateICM_E6	E6	intermediate	727
E6_6	E6.6.728	lateICM_E6	E6	intermediate	728
E6_7	E6.7.737	lateICM_E6	E6	intermediate	737
E6_7	E6.7.738	lateICM_E6	E6	trophectoderm	738
E6_7	E6.7.739	lateICM_E6	E6	trophectoderm	739
E6_7	E6.7.741	lateICM_E6	E6	trophectoderm	741
E6_7	E6.7.742	lateICM_E6	E6	trophectoderm	742
E6_7	E6.7.743	lateICM_E6	E6	trophectoderm	743
E6_7	E6.7.744	lateICM_E6	E6	trophectoderm	744
E7_10	E7.10.745	lateICM_E7	E7	trophectoderm	745
E7_10	E7.10.746	lateICM_E7	E7	trophectoderm	746
E7_10	E7.10.747	lateICM_E7	E7	intermediate	747
E7_10	E7.10.748	lateICM_E7	E7	trophectoderm	748
E7_10	E7.10.749	lateICM_E7	E7	trophectoderm	749
E7_10	E7.10.750	lateICM_E7	E7	trophectoderm	750
E7_10	E7.10.753	lateICM_E7	E7	trophectoderm	753
E7_10	E7.10.756	lateICM_E7	E7	trophectoderm	756
E7_10	E7.10.763	lateICM_E7	E7	trophectoderm	763
E7_11	E7.11.835	lateICM_E7	E7	trophectoderm	835
E7_11	E7.11.836	lateICM_E7	E7	trophectoderm	836
E7_11	E7.11.837	lateICM_E7	E7	trophectoderm	837
E7_11	E7.11.838	lateICM_E7	E7	trophectoderm	838
E7_11	E7.11.839	lateICM_E7	E7	trophectoderm	839
E7_11	E7.11.840	lateICM_E7	E7	trophectoderm	840
E7_11	E7.11.848	lateICM_E7	E7	trophectoderm	848
E7_11	E7.11.849	lateICM_E7	E7	trophectoderm	849
E7_11	E7.11.850	lateICM_E7	E7	trophectoderm	850
E7_11	E7.11.851	lateICM_E7	E7	intermediate	851
E7_11	E7.11.852	lateICM_E7	E7	intermediate	852
E7_11	E7.11.856	lateICM_E7	E7	trophectoderm	856
E7_12	E7.12.859	lateICM_E7	E7	trophectoderm	859
E7_12	E7.12.860	lateICM_E7	E7	intermediate	860
E7_12	E7.12.861	lateICM_E7	E7	intermediate	861
E7_12	E7.12.862	lateICM_E7	E7	trophectoderm	862
E7_12	E7.12.863	lateICM_E7	E7	intermediate	863
E7_12	E7.12.864	lateICM_E7	E7	intermediate	864
E7_12	E7.12.865	lateICM_E7	E7	intermediate	865
E7_12	E7.12.866	lateICM_E7	E7	trophectoderm	866
E7_12	E7.12.870	lateICM_E7	E7	intermediate	870
E7_12	E7.12.874	lateICM_E7	E7	intermediate	874
E7_12	E7.12.875	lateICM_E7	E7	intermediate	875
E7_12	E7.12.876	lateICM_E7	E7	trophectoderm	876
E7_12	E7.12.877	lateICM_E7	E7	trophectoderm	877
E7_12	E7.12.878	lateICM_E7	E7	intermediate	878
E7_12	E7.12.880	lateICM_E7	E7	trophectoderm	880
E7_13	E7.13.881	lateICM_E7	E7	trophectoderm	881
E7_13	E7.13.885	lateICM_E7	E7	trophectoderm	885
E7_13	E7.13.887	lateICM_E7	E7	trophectoderm	887
E7_13	E7.13.888	lateICM_E7	E7	trophectoderm	888
E7_13	E7.13.890	lateICM_E7	E7	trophectoderm	890
E7_13	E7.13.891	lateICM_E7	E7	trophectoderm	891
E7_14	E7.14.893	lateICM_E7	E7	trophectoderm	893
E7_14	E7.14.909	lateICM_E7	E7	trophectoderm	909
E7_14	E7.14.910	lateICM_E7	E7	trophectoderm	910
E7_14	E7.14.911	lateICM_E7	E7	trophectoderm	911
E7_14	E7.14.912	lateICM_E7	E7	trophectoderm	912
E7_14	E7.14.913	lateICM_E7	E7	trophectoderm	913
E7_15	E7.15.1078	lateICM_E7	E7	trophectoderm	1078
E7_15	E7.15.1079	lateICM_E7	E7	trophectoderm	1079
E7_15	E7.15.1080	lateICM_E7	E7	trophectoderm	1080
E7_15	E7.15.1081	lateICM_E7	E7	trophectoderm	1081
E7_15	E7.15.1082	lateICM_E7	E7	trophectoderm	1082
E7_15	E7.15.1083	lateICM_E7	E7	trophectoderm	1083
E7_15	E7.15.1084	lateICM_E7	E7	trophectoderm	1084
E7_15	E7.15.1085	lateICM_E7	E7	trophectoderm	1085
E7_15	E7.15.1086	lateICM_E7	E7	trophectoderm	1086
E7_15	E7.15.1087	lateICM_E7	E7	trophectoderm	1087
E7_15	E7.15.1088	lateICM_E7	E7	trophectoderm	1088
E7_15	E7.15.1089	lateICM_E7	E7	trophectoderm	1089
E7_15	E7.15.1090	lateICM_E7	E7	trophectoderm	1090
E7_15	E7.15.1091	lateICM_E7	E7	trophectoderm	1091
E7_15	E7.15.1092	lateICM_E7	E7	trophectoderm	1092
E7_15	E7.15.1096	lateICM_E7	E7	trophectoderm	1096
E7_15	E7.15.1098	lateICM_E7	E7	trophectoderm	1098
E7_15	E7.15.1100	lateICM_E7	E7	trophectoderm	1100
E7_15	E7.15.1101	lateICM_E7	E7	trophectoderm	1101
E7_16	E7.16.1102	lateICM_E7	E7	trophectoderm	1102
E7_16	E7.16.1103	lateICM_E7	E7	trophectoderm	1103
E7_16	E7.16.1104	lateICM_E7	E7	trophectoderm	1104
E7_16	E7.16.1105	lateICM_E7	E7	trophectoderm	1105
E7_16	E7.16.1106	lateICM_E7	E7	trophectoderm	1106
E7_16	E7.16.1107	lateICM_E7	E7	trophectoderm	1107
E7_16	E7.16.1108	lateICM_E7	E7	trophectoderm	1108
E7_16	E7.16.1110	lateICM_E7	E7	trophectoderm	1110
E7_16	E7.16.1111	lateICM_E7	E7	trophectoderm	1111
E7_16	E7.16.1112	lateICM_E7	E7	trophectoderm	1112
E7_16	E7.16.1113	lateICM_E7	E7	trophectoderm	1113
E7_16	E7.16.1114	lateICM_E7	E7	trophectoderm	1114
E7_16	E7.16.1115	lateICM_E7	E7	trophectoderm	1115
E7_16	E7.16.1116	lateICM_E7	E7	trophectoderm	1116
E7_16	E7.16.1118	lateICM_E7	E7	trophectoderm	1118
E7_16	E7.16.1119	lateICM_E7	E7	trophectoderm	1119
E7_16	E7.16.1120	lateICM_E7	E7	trophectoderm	1120
E7_16	E7.16.1121	lateICM_E7	E7	trophectoderm	1121
E7_16	E7.16.1122	lateICM_E7	E7	trophectoderm	1122
E7_16	E7.16.1123	lateICM_E7	E7	trophectoderm	1123
E7_16	E7.16.1124	lateICM_E7	E7	trophectoderm	1124
E7_16	E7.16.1125	lateICM_E7	E7	trophectoderm	1125
E7_16	E7.16.1126	lateICM_E7	E7	trophectoderm	1126
E7_16	E7.16.1127	lateICM_E7	E7	trophectoderm	1127
E7_16	E7.16.1128	lateICM_E7	E7	trophectoderm	1128
E7_16	E7.16.1129	lateICM_E7	E7	trophectoderm	1129
E7_16	E7.16.1130	lateICM_E7	E7	trophectoderm	1130
E7_16	E7.16.1131	lateICM_E7	E7	trophectoderm	1131
E7_16	E7.16.1132	lateICM_E7	E7	trophectoderm	1132
E7_16	E7.16.1133	lateICM_E7	E7	trophectoderm	1133
E7_16	E7.16.1134	lateICM_E7	E7	trophectoderm	1134
E7_16	E7.16.1135	lateICM_E7	E7	trophectoderm	1135
E7_16	E7.16.1136	lateICM_E7	E7	trophectoderm	1136
E7_16	E7.16.1138	lateICM_E7	E7	trophectoderm	1138
E7_16	E7.16.1139	lateICM_E7	E7	trophectoderm	1139
E7_16	E7.16.1141	lateICM_E7	E7	trophectoderm	1141
E7_16	E7.16.1142	lateICM_E7	E7	trophectoderm	1142
E7_16	E7.16.1143	lateICM_E7	E7	trophectoderm	1143
E7_16	E7.16.1144	lateICM_E7	E7	trophectoderm	1144
E7_16	E7.16.1146	lateICM_E7	E7	trophectoderm	1146
E7_16	E7.16.1147	lateICM_E7	E7	trophectoderm	1147
E7_16	E7.16.1148	lateICM_E7	E7	trophectoderm	1148
E7_16	E7.16.1149	lateICM_E7	E7	trophectoderm	1149
E7_16	E7.16.1150	lateICM_E7	E7	trophectoderm	1150
E7_16	E7.16.1152	lateICM_E7	E7	trophectoderm	1152
E7_16	E7.16.1153	lateICM_E7	E7	trophectoderm	1153
E7_16	E7.16.1154	lateICM_E7	E7	trophectoderm	1154
E7_16	E7.16.1155	lateICM_E7	E7	trophectoderm	1155
E7_16	E7.16.1156	lateICM_E7	E7	trophectoderm	1156
E7_16	E7.16.1157	lateICM_E7	E7	trophectoderm	1157
E7_16	E7.16.1158	lateICM_E7	E7	trophectoderm	1158
E7_16	E7.16.1159	lateICM_E7	E7	trophectoderm	1159
E7_16	E7.16.1160	lateICM_E7	E7	trophectoderm	1160
E7_16	E7.16.1161	lateICM_E7	E7	trophectoderm	1161
E7_16	E7.16.1162	lateICM_E7	E7	trophectoderm	1162
E7_16	E7.16.1163	lateICM_E7	E7	trophectoderm	1163
E7_16	E7.16.1164	lateICM_E7	E7	trophectoderm	1164
E7_16	E7.16.1165	lateICM_E7	E7	trophectoderm	1165
E7_16	E7.16.1166	lateICM_E7	E7	trophectoderm	1166
E7_16	E7.16.1167	lateICM_E7	E7	trophectoderm	1167
E7_16	E7.16.1168	lateICM_E7	E7	trophectoderm	1168
E7_16	E7.16.1169	lateICM_E7	E7	trophectoderm	1169
E7_16	E7.16.1170	lateICM_E7	E7	trophectoderm	1170
E7_17	E7.17.1301	lateICM_E7	E7	trophectoderm	1301
E7_17	E7.17.1302	lateICM_E7	E7	trophectoderm	1302
E7_17	E7.17.1303	lateICM_E7	E7	trophectoderm	1303
E7_17	E7.17.1304	lateICM_E7	E7	trophectoderm	1304
E7_17	E7.17.1305	lateICM_E7	E7	trophectoderm	1305
E7_17	E7.17.1306	lateICM_E7	E7	trophectoderm	1306
E7_17	E7.17.1307	lateICM_E7	E7	trophectoderm	1307
E7_17	E7.17.1308	lateICM_E7	E7	trophectoderm	1308
E7_17	E7.17.1309	lateICM_E7	E7	trophectoderm	1309
E7_17	E7.17.1310	lateICM_E7	E7	trophectoderm	1310
E7_17	E7.17.1311	lateICM_E7	E7	trophectoderm	1311
E7_17	E7.17.1312	lateICM_E7	E7	trophectoderm	1312
E7_17	E7.17.1313	lateICM_E7	E7	trophectoderm	1313
E7_17	E7.17.1314	lateICM_E7	E7	trophectoderm	1314
E7_17	E7.17.1315	lateICM_E7	E7	trophectoderm	1315
E7_17	E7.17.1316	lateICM_E7	E7	trophectoderm	1316
E7_17	E7.17.1317	lateICM_E7	E7	trophectoderm	1317
E7_17	E7.17.1318	lateICM_E7	E7	trophectoderm	1318
E7_17	E7.17.1320	lateICM_E7	E7	trophectoderm	1320
E7_17	E7.17.1321	lateICM_E7	E7	trophectoderm	1321
E7_17	E7.17.1323	lateICM_E7	E7	trophectoderm	1323
E7_17	E7.17.1324	lateICM_E7	E7	trophectoderm	1324
E7_17	E7.17.1326	lateICM_E7	E7	trophectoderm	1326
E7_17	E7.17.1327	lateICM_E7	E7	trophectoderm	1327
E7_17	E7.17.1328	lateICM_E7	E7	trophectoderm	1328
E7_17	E7.17.1329	lateICM_E7	E7	trophectoderm	1329
E7_17	E7.17.1330	lateICM_E7	E7	trophectoderm	1330
E7_17	E7.17.1332	lateICM_E7	E7	trophectoderm	1332
E7_17	E7.17.1333	lateICM_E7	E7	trophectoderm	1333
E7_17	E7.17.1334	lateICM_E7	E7	trophectoderm	1334
E7_17	E7.17.1335	lateICM_E7	E7	epiblast	1335
E7_17	E7.17.1336	lateICM_E7	E7	trophectoderm	1336
E7_17	E7.17.1337	lateICM_E7	E7	trophectoderm	1337
E7_17	E7.17.1338	lateICM_E7	E7	trophectoderm	1338
E7_17	E7.17.1339	lateICM_E7	E7	trophectoderm	1339
E7_17	E7.17.1340	lateICM_E7	E7	trophectoderm	1340
E7_17	E7.17.1341	lateICM_E7	E7	trophectoderm	1341
E7_17	E7.17.1342	lateICM_E7	E7	trophectoderm	1342
E7_17	E7.17.1343	lateICM_E7	E7	trophectoderm	1343
E7_17	E7.17.1344	lateICM_E7	E7	trophectoderm	1344
E7_17	E7.17.1345	lateICM_E7	E7	trophectoderm	1345
E7_17	E7.17.1346	lateICM_E7	E7	trophectoderm	1346
E7_17	E7.17.1347	lateICM_E7	E7	trophectoderm	1347
E7_17	E7.17.1348	lateICM_E7	E7	trophectoderm	1348
E7_17	E7.17.1349	lateICM_E7	E7	trophectoderm	1349
E7_17	E7.17.1350	lateICM_E7	E7	trophectoderm	1350
E7_17	E7.17.1351	lateICM_E7	E7	trophectoderm	1351
E7_17	E7.17.1352	lateICM_E7	E7	trophectoderm	1352
E7_17	E7.17.1353	lateICM_E7	E7	trophectoderm	1353
E7_19	E7.19.1538	lateICM_E7	E7	trophectoderm	1538
E7_19	E7.19.1539	lateICM_E7	E7	trophectoderm	1539
E7_19	E7.19.1542	lateICM_E7	E7	trophectoderm	1542
E7_19	E7.19.1543	lateICM_E7	E7	trophectoderm	1543
E7_19	E7.19.1544	lateICM_E7	E7	trophectoderm	1544
E7_19	E7.19.1545	lateICM_E7	E7	trophectoderm	1545
E7_19	E7.19.1546	lateICM_E7	E7	trophectoderm	1546
E7_19	E7.19.1547	lateICM_E7	E7	trophectoderm	1547
E7_19	E7.19.1548	lateICM_E7	E7	trophectoderm	1548
E7_19	E7.19.1549	lateICM_E7	E7	trophectoderm	1549
E7_19	E7.19.1550	lateICM_E7	E7	trophectoderm	1550
E7_19	E7.19.1551	lateICM_E7	E7	trophectoderm	1551
E7_19	E7.19.1552	lateICM_E7	E7	trophectoderm	1552
E7_19	E7.19.1553	lateICM_E7	E7	trophectoderm	1553
E7_19	E7.19.1565	lateICM_E7	E7	trophectoderm	1565
E7_19	E7.19.1566	lateICM_E7	E7	trophectoderm	1566
E7_19	E7.19.1567	lateICM_E7	E7	trophectoderm	1567
E7_19	E7.19.1568	lateICM_E7	E7	trophectoderm	1568
E7_19	E7.19.1569	lateICM_E7	E7	trophectoderm	1569
E7_2	E7.2.138	lateICM_E7	E7	trophectoderm	138
E7_2	E7.2.139	lateICM_E7	E7	trophectoderm	139
E7_2	E7.2.141	lateICM_E7	E7	trophectoderm	141
E7_2	E7.2.142	lateICM_E7	E7	trophectoderm	142
E7_2	E7.2.144	lateICM_E7	E7	trophectoderm	144
E7_2	E7.2.145	lateICM_E7	E7	trophectoderm	145
E7_2	E7.2.146	lateICM_E7	E7	trophectoderm	146
E7_2	E7.2.147	lateICM_E7	E7	trophectoderm	147
E7_2	E7.2.148	lateICM_E7	E7	trophectoderm	148
E7_2	E7.2.149	lateICM_E7	E7	trophectoderm	149
E7_2	E7.2.151	lateICM_E7	E7	trophectoderm	151
E7_2	E7.2.152	lateICM_E7	E7	trophectoderm	152
E7_2	E7.2.154	lateICM_E7	E7	trophectoderm	154
E7_2	E7.2.155	lateICM_E7	E7	trophectoderm	155
E7_2	E7.2.156	lateICM_E7	E7	trophectoderm	156
E7_2	E7.2.157	lateICM_E7	E7	trophectoderm	157
E7_2	E7.2.159	lateICM_E7	E7	trophectoderm	159
E7_2	E7.2.160	lateICM_E7	E7	trophectoderm	160
E7_2	E7.2.161	lateICM_E7	E7	trophectoderm	161
E7_2	E7.2.163	lateICM_E7	E7	trophectoderm	163
E7_2	E7.2.164	lateICM_E7	E7	trophectoderm	164
E7_2	E7.2.165	lateICM_E7	E7	trophectoderm	165
E7_2	E7.2.166	lateICM_E7	E7	trophectoderm	166
E7_3	E7.3.167	lateICM_E7	E7	trophectoderm	167
E7_3	E7.3.168	lateICM_E7	E7	trophectoderm	168
E7_3	E7.3.170	lateICM_E7	E7	trophectoderm	170
E7_3	E7.3.171	lateICM_E7	E7	trophectoderm	171
E7_3	E7.3.172	lateICM_E7	E7	trophectoderm	172
E7_3	E7.3.173	lateICM_E7	E7	trophectoderm	173
E7_3	E7.3.174	lateICM_E7	E7	trophectoderm	174
E7_3	E7.3.175	lateICM_E7	E7	trophectoderm	175
E7_3	E7.3.176	lateICM_E7	E7	trophectoderm	176
E7_3	E7.3.177	lateICM_E7	E7	trophectoderm	177
E7_3	E7.3.178	lateICM_E7	E7	trophectoderm	178
E7_3	E7.3.179	lateICM_E7	E7	trophectoderm	179
E7_3	E7.3.181	lateICM_E7	E7	trophectoderm	181
E7_3	E7.3.182	lateICM_E7	E7	trophectoderm	182
E7_3	E7.3.183	lateICM_E7	E7	trophectoderm	183
E7_3	E7.3.184	lateICM_E7	E7	trophectoderm	184
E7_3	E7.3.185	lateICM_E7	E7	trophectoderm	185
E7_3	E7.3.186	lateICM_E7	E7	trophectoderm	186
E7_3	E7.3.187	lateICM_E7	E7	trophectoderm	187
E7_3	E7.3.188	lateICM_E7	E7	trophectoderm	188
E7_3	E7.3.189	lateICM_E7	E7	trophectoderm	189
E7_3	E7.3.190	lateICM_E7	E7	trophectoderm	190
E7_4	E7.4.191	lateICM_E7	E7	trophectoderm	191
E7_4	E7.4.192	lateICM_E7	E7	intermediate	192
